LineItemId,OrderId,ProductId,Quantity
371,84,276,1
372,79,161,1
373,105,27,4
374,79,293,4
375,79,242,2
376,105,157,3
377,105,182,4
378,105,66,2
379,105,16,2
380,105,236,4
381,94,262,3
382,97,119,1
383,97,141,2
384,97,209,4
385,93,55,1
386,85,207,1
387,85,78,4
388,79,117,1
389,79,114,2
390,79,284,1
391,84,49,1
392,95,132,3
393,450,256,3
394,449,98,3
395,449,258,4
396,449,36,2
397,449,34,4
398,449,57,1
399,449,194,1
400,449,163,1
401,449,166,2
402,1685,165,2
403,1685,290,3
404,1685,76,4
405,1686,53,3
406,1686,265,4
407,1686,208,3
408,1687,185,1
409,1687,195,3
410,1687,71,3
411,1688,38,4
412,450,214,2
413,1688,229,1
414,450,189,3
415,450,50,3
416,445,146,4
417,445,225,4
418,445,116,2
419,446,269,4
420,446,217,4
421,446,146,2
422,446,94,4
423,446,70,4
424,446,83,2
425,446,50,1
426,446,140,4
427,447,92,2
428,447,132,3
429,447,112,4
430,447,23,2
431,447,186,2
432,447,266,4
433,447,165,2
434,447,42,3
435,448,208,4
436,450,91,2
437,1688,169,3
438,1688,103,4
439,1644,41,2
440,1644,222,4
441,1644,155,2
442,1644,20,1
443,1631,2,1
444,1631,255,4
445,1631,168,4
446,1631,179,1
447,1631,150,2
448,1631,163,3
449,1632,89,4
450,1633,153,1
451,1634,163,2
452,1634,275,1
453,1634,287,2
454,1634,288,2
455,1644,15,3
456,1688,106,1
457,1644,8,4
458,1644,237,4
459,1688,75,2
460,1688,20,2
461,1689,265,2
462,1689,223,4
463,1689,55,4
464,1689,31,2
465,1662,106,2
466,1662,98,2
467,1662,99,3
468,1662,135,4
469,1662,147,3
470,1662,291,4
471,1677,28,2
472,1644,3,4
473,1639,187,3
474,84,63,4
475,84,200,1
476,129,113,1
477,129,281,4
478,129,197,3
479,129,8,2
480,129,5,2
481,129,70,4
482,129,43,1
483,129,279,1
484,130,157,3
485,130,187,4
486,130,167,1
487,130,6,2
488,130,101,1
489,130,103,2
490,131,88,2
491,131,192,4
492,131,218,1
493,131,180,3
494,127,110,3
495,127,57,4
496,125,129,4
497,125,72,4
498,125,250,1
499,125,229,4
500,125,223,2
501,125,234,2
502,125,28,2
503,126,235,3
504,126,264,4
505,127,169,1
506,127,6,2
507,127,121,1
508,118,266,1
509,1636,161,2
510,1636,198,3
511,1636,2,3
512,1636,28,1
513,1636,233,4
514,1637,53,1
515,1637,218,3
516,1637,179,1
517,1637,101,2
518,1637,105,4
519,1637,145,1
520,1637,23,3
521,1638,139,3
522,1638,108,2
523,1638,238,3
524,1638,165,4
525,1639,41,4
526,1636,160,3
527,1641,182,4
528,1641,242,4
529,118,209,2
530,118,196,1
531,118,58,2
532,1643,22,2
533,1643,264,1
534,1643,204,2
535,1643,14,3
536,1643,2,1
537,1641,139,1
538,1641,126,4
539,1641,122,3
540,1641,72,1
541,1641,245,2
542,84,198,2
543,123,38,2
544,89,89,3
545,89,138,3
546,90,275,2
547,91,48,3
548,91,291,1
549,91,152,4
550,2525,289,2
551,2525,171,1
552,2525,34,1
553,2525,100,4
554,2525,122,4
555,2525,27,1
556,89,290,4
557,89,284,4
558,89,21,2
559,84,187,2
560,84,23,4
561,84,112,2
562,86,115,4
563,86,159,2
564,86,291,1
565,86,227,4
566,92,256,4
567,92,146,3
568,92,21,1
569,92,216,4
570,87,78,4
571,87,91,3
572,87,275,1
573,87,169,4
574,87,255,1
575,87,28,3
576,88,59,4
577,89,21,2
578,123,103,2
579,2527,208,4
580,119,40,4
581,119,59,2
582,120,131,3
583,120,198,4
584,120,165,4
585,120,179,2
586,120,56,3
587,120,32,3
588,120,31,4
589,120,49,4
590,120,257,2
591,121,105,3
592,121,78,1
593,121,41,1
594,121,53,4
595,121,293,3
596,122,98,2
597,122,194,1
598,122,14,3
599,123,202,3
600,119,28,2
601,2527,288,3
602,119,6,1
603,119,152,1
604,2528,262,3
605,2528,160,4
606,2528,239,4
607,2530,30,3
608,2529,56,1
609,2529,37,4
610,2529,101,1
611,2529,140,1
612,2529,126,4
613,2529,25,1
614,2531,109,4
615,2531,58,4
616,2531,274,4
617,2531,269,4
618,2531,290,4
619,2531,147,4
620,119,83,2
621,119,84,3
622,119,163,3
623,119,284,3
624,47,142,1
625,47,115,1
626,47,84,4
627,162,27,1
628,162,119,2
629,163,91,4
630,163,221,1
631,163,222,4
632,164,2,2
633,164,12,1
634,164,204,2
635,165,211,3
636,165,76,3
637,165,101,1
638,167,108,4
639,167,103,2
640,168,64,3
641,168,37,3
642,168,226,1
643,168,257,3
644,168,248,1
645,168,173,1
646,162,218,1
647,152,64,4
648,162,208,1
649,162,159,4
650,157,71,3
651,157,193,1
652,159,100,1
653,161,166,1
654,161,40,1
655,161,66,3
656,161,51,4
657,161,249,2
658,161,104,4
659,161,99,2
660,169,230,1
661,169,63,4
662,169,69,4
663,169,2,4
664,169,184,3
665,169,156,1
666,169,211,2
667,162,182,3
668,157,95,3
669,152,154,4
670,151,56,3
671,139,185,1
672,139,84,4
673,139,20,3
674,139,117,2
675,139,139,2
676,140,266,1
677,142,80,4
678,142,239,2
679,142,224,3
680,142,250,2
681,142,12,4
682,142,285,4
683,142,168,1
684,143,221,4
685,143,216,2
686,143,78,3
687,144,217,1
688,139,71,2
689,139,70,4
690,138,244,1
691,151,40,1
692,151,105,1
693,150,17,1
694,150,130,2
695,150,105,4
696,149,140,4
697,149,113,1
698,149,281,2
699,149,159,3
700,149,285,4
701,134,246,1
702,135,115,3
703,135,72,4
704,135,73,1
705,135,76,3
706,136,70,1
707,137,223,2
708,137,4,1
709,137,84,2
710,138,50,4
711,144,152,4
712,157,90,3
713,156,219,3
714,240,64,2
715,240,180,3
716,240,166,4
717,240,271,1
718,240,153,1
719,241,233,2
720,241,54,4
721,241,150,3
722,241,110,1
723,241,17,3
724,241,125,4
725,242,286,3
726,242,192,1
727,242,254,2
728,242,250,2
729,242,51,2
730,242,2,4
731,242,9,1
732,242,24,1
733,243,109,4
734,240,48,2
735,243,13,2
736,239,132,4
737,235,121,2
738,235,110,3
739,235,234,1
740,236,14,3
741,236,136,2
742,237,276,1
743,237,180,3
744,237,172,4
745,237,277,2
746,237,17,4
747,237,133,2
748,239,262,3
749,239,266,4
750,239,258,1
751,239,247,4
752,239,43,1
753,239,17,1
754,157,115,4
755,244,126,2
756,244,58,2
757,198,211,2
758,197,48,3
759,183,4,4
760,183,29,3
761,183,266,1
762,183,182,1
763,153,8,1
764,154,190,1
765,154,157,3
766,154,38,1
767,154,279,3
768,154,259,3
769,154,24,2
770,154,138,3
771,155,159,3
772,155,244,2
773,155,117,2
774,155,23,3
775,155,101,4
776,156,254,3
777,244,135,3
778,198,158,3
779,198,15,3
780,244,264,3
781,244,159,3
782,245,104,3
783,246,2,1
784,246,245,3
785,246,206,4
786,246,172,2
787,246,140,2
788,198,27,1
789,198,76,4
790,198,248,3
791,198,18,1
792,234,128,3
793,144,292,4
794,144,102,3
795,185,271,3
796,185,110,2
797,193,119,1
798,193,171,2
799,193,168,1
800,193,163,3
801,193,204,4
802,193,200,2
803,184,249,1
804,184,12,4
805,184,268,4
806,184,262,4
807,184,181,2
808,184,270,2
809,184,81,4
810,180,193,3
811,180,180,3
812,180,286,2
813,180,37,3
814,185,291,1
815,180,243,1
816,185,204,1
817,1652,107,4
818,1653,51,3
819,1654,71,2
820,1654,66,1
821,1654,61,1
822,1654,165,1
823,1654,218,4
824,1654,211,3
825,1655,75,2
826,1655,36,1
827,1656,211,3
828,1656,36,1
829,1656,247,3
830,1656,55,2
831,1656,40,3
832,1656,8,1
833,1656,14,4
834,1656,82,3
835,1652,100,3
836,180,83,2
837,173,238,1
838,178,58,2
839,178,1,2
840,178,175,2
841,178,207,2
842,178,105,3
843,178,76,3
844,178,122,2
845,179,226,1
846,179,35,2
847,179,4,2
848,179,150,2
849,179,204,1
850,1645,25,3
851,1645,217,4
852,1645,279,3
853,1651,40,3
854,1646,71,1
855,1646,236,1
856,180,105,4
857,177,43,4
858,177,99,4
859,173,150,1
860,173,291,2
861,173,88,2
862,174,88,4
863,174,98,3
864,174,155,3
865,174,191,3
866,174,35,1
867,174,9,3
868,174,31,3
869,174,70,2
870,174,276,1
871,175,135,2
872,175,231,1
873,144,36,2
874,1652,112,3
875,160,130,2
876,160,83,4
877,160,191,3
878,170,252,3
879,172,91,4
880,172,22,3
881,172,203,1
882,172,218,2
883,172,41,4
884,172,35,2
885,172,35,3
886,186,269,2
887,160,116,3
888,144,125,4
889,144,132,1
890,144,145,1
891,145,13,4
892,145,200,4
893,145,147,1
894,145,216,4
895,145,156,1
896,145,19,4
897,146,209,1
898,146,162,2
899,146,165,1
900,146,231,1
901,146,240,3
902,146,64,1
903,146,59,1
904,146,19,1
905,1652,227,3
906,192,243,4
907,194,117,2
908,194,260,2
909,194,184,1
910,195,222,4
911,1652,264,1
912,1652,182,4
913,1652,35,1
914,192,265,1
915,186,242,4
916,192,191,2
917,191,224,3
918,186,72,3
919,187,156,2
920,187,157,1
921,187,147,3
922,187,66,2
923,187,227,1
924,188,224,2
925,188,292,2
926,189,243,3
927,189,21,4
928,189,129,2
929,190,109,3
930,190,121,4
931,190,141,4
932,190,244,3
933,190,171,4
934,192,206,1
935,234,104,4
936,234,155,2
937,234,147,1
938,222,63,4
939,222,185,4
940,222,285,2
941,224,255,2
942,224,282,4
943,224,262,1
944,224,72,4
945,226,109,4
946,226,81,3
947,226,238,3
948,226,230,2
949,222,102,2
950,226,157,2
951,222,81,1
952,222,141,3
953,2493,292,3
954,2493,274,4
955,2493,137,3
956,2493,92,3
957,2494,185,3
958,2494,160,2
959,2494,71,4
960,2494,54,1
961,2494,230,1
962,2494,17,3
963,2494,102,1
964,220,240,1
965,222,50,3
966,2493,18,4
967,227,130,1
968,227,246,2
969,200,163,2
970,200,137,3
971,200,129,3
972,202,287,2
973,202,193,1
974,203,158,2
975,203,43,4
976,203,243,1
977,203,234,2
978,203,115,2
979,200,42,3
980,227,51,1
981,207,90,2
982,219,9,2
983,219,34,1
984,219,41,2
985,219,71,2
986,219,62,4
987,219,211,4
988,219,76,2
989,207,288,4
990,207,204,3
991,207,156,1
992,207,237,3
993,207,239,3
994,207,69,1
995,207,137,1
996,200,257,3
997,2491,126,3
998,51,35,4
999,52,45,4
1000,53,271,2
1001,53,290,3
1002,53,11,3
1003,53,253,4
1004,55,157,1
1005,55,136,1
1006,55,118,3
1007,51,34,4
1008,51,6,1
1009,51,193,2
1010,49,13,3
1011,49,268,1
1012,49,130,4
1013,49,125,4
1014,57,147,3
1015,57,7,2
1016,57,146,2
1017,57,130,3
1018,57,127,1
1019,57,125,1
1020,57,19,3
1021,50,125,4
1022,50,122,1
1023,50,66,2
1024,50,254,2
1025,51,100,3
1026,51,209,3
1027,2491,125,2
1028,2489,179,1
1029,2489,55,4
1030,2489,229,2
1031,2490,82,3
1032,217,78,2
1033,217,186,2
1034,217,7,4
1035,218,41,4
1036,218,12,2
1037,218,129,1
1038,218,142,1
1039,218,129,2
1040,218,25,2
1041,218,73,1
1042,2491,248,4
1043,2491,11,3
1044,2491,4,2
1045,2491,101,3
1046,2489,207,1
1047,2489,105,3
1048,2495,206,3
1049,2487,104,1
1050,2487,2,3
1051,2487,251,1
1052,2487,271,4
1053,2487,149,1
1054,2487,214,2
1055,2488,49,1
1056,2488,270,2
1057,2488,173,4
1058,2488,291,4
1059,2488,265,2
1060,2495,128,2
1061,2495,100,4
1062,2495,190,1
1063,2495,165,2
1064,262,80,3
1065,264,213,1
1066,264,222,2
1067,264,178,2
1068,264,262,1
1069,264,231,4
1070,262,219,4
1071,266,29,2
1072,262,186,3
1073,267,58,4
1074,260,36,4
1075,260,192,3
1076,260,196,1
1077,260,147,3
1078,260,275,3
1079,260,181,4
1080,260,80,1
1081,260,112,4
1082,261,69,1
1083,261,35,2
1084,261,227,1
1085,261,239,1
1086,261,237,2
1087,261,290,4
1088,262,55,1
1089,262,59,1
1090,262,35,3
1091,262,278,1
1092,267,28,3
1093,266,11,1
1094,266,114,4
1095,238,225,1
1096,238,154,2
1097,232,77,3
1098,232,98,4
1099,232,11,4
1100,232,179,3
1101,233,177,3
1102,233,291,3
1103,233,198,1
1104,233,45,1
1105,233,254,3
1106,233,111,3
1107,233,19,3
1108,234,252,3
1109,234,34,2
1110,234,196,1
1111,249,190,4
1112,266,224,4
1113,249,142,1
1114,249,136,1
1115,266,137,1
1116,266,137,4
1117,266,145,1
1118,250,58,3
1119,250,232,4
1120,250,196,3
1121,250,269,2
1122,249,101,3
1123,249,125,3
1124,249,88,3
1125,267,245,1
1126,267,186,3
1127,267,281,4
1128,209,244,3
1129,209,123,1
1130,209,22,2
1131,210,157,3
1132,210,90,4
1133,211,84,3
1134,211,131,2
1135,211,57,3
1136,211,276,4
1137,209,284,3
1138,212,19,1
1139,209,291,3
1140,209,219,2
1141,208,270,2
1142,208,229,4
1143,208,225,2
1144,208,38,4
1145,208,128,4
1146,208,95,4
1147,209,184,4
1148,209,198,1
1149,212,115,4
1150,212,194,3
1151,212,202,3
1152,253,71,1
1153,253,143,4
1154,255,272,4
1155,255,284,3
1156,255,213,4
1157,256,257,1
1158,256,229,2
1159,256,53,1
1160,256,50,3
1161,257,139,3
1162,257,213,1
1163,259,234,2
1164,267,129,1
1165,267,106,3
1166,267,78,3
1167,253,40,2
1168,253,225,4
1169,253,250,3
1170,253,166,3
1171,212,222,2
1172,212,49,4
1173,212,66,1
1174,214,9,2
1175,214,172,2
1176,214,81,1
1177,229,271,2
1178,229,99,2
1179,248,112,3
1180,248,35,1
1181,230,1,3
1182,251,260,2
1183,251,57,2
1184,251,115,2
1185,251,114,4
1186,252,57,2
1187,252,232,3
1188,252,217,2
1189,248,54,1
1190,445,278,1
1191,445,161,4
1192,291,160,4
1193,293,64,1
1194,293,46,4
1195,293,194,3
1196,293,106,4
1197,293,142,1
1198,292,119,1
1199,292,269,4
1200,292,158,3
1201,292,149,1
1202,292,162,4
1203,292,66,2
1204,1668,207,2
1205,1668,247,2
1206,1669,257,4
1207,1669,12,1
1208,1669,196,2
1209,291,208,1
1210,1669,177,4
1211,291,222,2
1212,285,46,4
1213,286,84,4
1214,286,22,1
1215,286,127,4
1216,286,88,4
1217,286,167,3
1218,286,66,3
1219,286,36,4
1220,286,250,4
1221,287,111,2
1222,288,223,3
1223,288,147,2
1224,289,282,4
1225,289,145,3
1226,289,112,3
1227,291,27,1
1228,291,75,4
1229,291,260,2
1230,285,194,2
1231,282,48,4
1232,281,120,1
1233,281,256,4
1234,280,130,3
1235,280,181,4
1236,280,168,3
1237,280,270,1
1238,280,267,3
1239,280,190,1
1240,269,207,3
1241,269,202,4
1242,269,226,2
1243,269,83,1
1244,269,137,1
1245,269,117,2
1246,270,61,1
1247,270,193,1
1248,282,112,1
1249,1667,170,1
1250,1667,278,4
1251,1671,157,1
1252,1671,159,4
1253,1671,178,2
1254,1671,71,4
1255,1671,235,1
1256,1671,258,1
1257,1672,50,4
1258,1672,214,3
1259,1673,22,4
1260,1673,90,1
1261,1673,253,2
1262,1673,51,3
1263,1667,7,2
1264,1667,58,3
1265,1667,182,3
1266,1667,173,3
1267,284,189,3
1268,283,25,1
1269,382,48,1
1270,382,242,1
1271,384,281,4
1272,384,275,4
1273,384,193,1
1274,384,219,3
1275,384,254,4
1276,384,256,1
1277,392,143,4
1278,392,113,2
1279,392,131,3
1280,392,102,3
1281,392,107,3
1282,392,167,2
1283,392,264,1
1284,386,246,1
1285,386,219,4
1286,386,157,1
1287,382,29,4
1288,386,124,4
1289,382,176,2
1290,382,282,4
1291,377,139,2
1292,377,100,1
1293,377,100,2
1294,378,19,4
1295,378,213,1
1296,379,211,4
1297,379,220,3
1298,379,222,1
1299,379,274,1
1300,379,171,4
1301,379,289,3
1302,379,290,3
1303,379,230,2
1304,380,294,1
1305,380,268,2
1306,380,197,2
1307,382,266,1
1308,284,203,1
1309,387,239,2
1310,335,289,4
1311,335,95,4
1312,334,34,2
1313,334,223,1
1314,334,45,1
1315,334,115,2
1316,314,143,4
1317,314,270,3
1318,314,186,4
1319,314,202,1
1320,314,41,3
1321,314,41,2
1322,314,2,4
1323,314,255,2
1324,283,170,1
1325,283,121,1
1326,283,117,4
1327,387,246,3
1328,388,226,4
1329,388,229,2
1330,388,136,3
1331,388,110,1
1332,388,126,4
1333,389,184,3
1334,389,29,4
1335,389,108,2
1336,389,50,4
1337,390,72,4
1338,391,6,1
1339,391,141,1
1340,377,13,1
1341,272,56,1
1342,328,200,3
1343,328,78,4
1344,329,268,4
1345,329,204,1
1346,330,58,1
1347,330,32,1
1348,330,157,4
1349,330,161,4
1350,330,220,2
1351,330,102,3
1352,330,109,4
1353,331,38,2
1354,316,64,3
1355,324,191,2
1356,327,32,3
1357,324,49,4
1358,327,172,4
1359,327,166,1
1360,325,244,3
1361,325,4,3
1362,325,32,2
1363,325,154,3
1364,325,167,1
1365,325,113,3
1366,325,27,2
1367,333,78,4
1368,333,42,3
1369,333,53,2
1370,326,289,4
1371,326,175,3
1372,326,195,3
1373,326,217,2
1374,326,238,2
1375,326,224,1
1376,326,143,3
1377,327,173,3
1378,322,70,2
1379,324,224,3
1380,324,2,1
1381,298,198,1
1382,298,156,2
1383,298,204,3
1384,299,288,2
1385,300,256,4
1386,300,245,4
1387,300,7,1
1388,300,6,2
1389,300,3,4
1390,300,153,4
1391,300,266,4
1392,301,53,3
1393,301,232,3
1394,301,250,3
1395,301,136,4
1396,301,137,1
1397,303,121,4
1398,303,30,1
1399,298,179,3
1400,298,66,1
1401,324,32,2
1402,315,135,1
1403,315,125,2
1404,315,100,4
1405,315,182,1
1406,315,234,1
1407,315,236,3
1408,315,254,2
1409,297,45,1
1410,297,267,3
1411,298,89,1
1412,298,254,2
1413,298,292,1
1414,272,8,3
1415,322,29,4
1416,322,214,3
1417,277,246,2
1418,277,16,1
1419,277,221,3
1420,277,158,2
1421,277,159,2
1422,277,116,3
1423,277,131,1
1424,278,289,4
1425,278,191,2
1426,278,184,3
1427,278,247,3
1428,278,12,3
1429,278,92,1
1430,278,130,3
1431,278,132,1
1432,1664,140,1
1433,1664,92,3
1434,1664,277,3
1435,272,202,2
1436,272,189,2
1437,272,101,4
1438,274,170,2
1439,274,178,3
1440,274,181,2
1441,274,31,2
1442,274,139,4
1443,274,95,2
1444,274,88,3
1445,275,20,2
1446,275,21,1
1447,275,149,1
1448,322,232,3
1449,1665,104,4
1450,296,154,4
1451,318,211,2
1452,318,45,3
1453,318,125,3
1454,319,116,3
1455,319,269,3
1456,321,202,3
1457,322,130,1
1458,322,141,4
1459,296,4,4
1460,1665,27,3
1461,296,248,1
1462,294,243,3
1463,1666,160,1
1464,1666,185,4
1465,1666,178,3
1466,1666,31,2
1467,1666,38,4
1468,1666,74,2
1469,1666,23,2
1470,279,93,3
1471,279,157,4
1472,279,8,4
1473,290,13,4
1474,290,290,2
1475,290,171,2
1476,294,139,4
1477,294,284,2
1478,294,291,4
1479,294,178,2
1480,294,207,1
1481,294,195,1
1482,294,58,2
1483,295,72,3
1484,377,181,1
1485,377,285,1
1486,376,221,3
1487,368,4,3
1488,368,237,4
1489,368,43,2
1490,368,163,1
1491,368,166,4
1492,368,270,2
1493,368,80,1
1494,369,289,3
1495,369,150,4
1496,369,159,2
1497,369,182,1
1498,369,66,4
1499,369,259,2
1500,370,124,2
1501,370,114,2
1502,370,189,2
1503,370,153,2
1504,371,165,2
1505,367,222,4
1506,367,179,4
1507,367,244,1
1508,362,72,3
1509,363,274,4
1510,363,225,3
1511,363,240,4
1512,363,258,4
1513,363,29,1
1514,363,5,1
1515,363,112,1
1516,363,105,1
1517,365,211,1
1518,365,275,3
1519,365,107,3
1520,373,213,4
1521,373,217,1
1522,373,186,3
1523,367,17,1
1524,4,148,3
1525,36,205,2
1526,19,261,4
1527,19,241,1
1528,25,148,3
1529,111,96,3
1530,107,85,3
1531,108,263,4
1532,108,33,2
1533,108,26,1
1534,113,86,1
1535,75,85,4
1536,75,212,3
1537,1639,201,1
1538,70,283,2
1539,71,201,1
1540,71,60,2
1541,1630,199,3
1542,74,283,1
1543,43,65,3
1544,47,188,1
1545,74,215,4
1546,60,183,4
1547,67,85,4
1548,13,212,4
1549,15,60,1
1550,11,148,4
1551,8,261,2
1552,9,212,4
1553,62,273,2
1554,62,201,1
1555,16,33,4
1556,102,199,2
1557,102,134,3
1558,104,87,3
1559,100,280,2
1560,96,280,1
1561,99,87,4
1562,105,144,4
1563,85,199,1
1564,449,96,2
1565,1685,148,1
1566,446,10,3
1567,95,144,1
1568,1631,273,4
1569,1688,134,3
1570,129,263,3
1571,130,174,2
1572,130,39,1
1573,125,85,3
1574,127,148,1
1575,1636,228,4
1576,1636,148,2
1577,1638,174,3
1578,1639,65,4
1579,118,199,1
1580,1643,241,2
1581,1641,199,4
1582,89,212,2
1583,91,47,4
1584,2525,183,3
1585,92,39,2
1586,87,201,4
1587,2527,86,4
1588,122,283,2
1589,2529,68,1
1590,2529,85,1
1591,152,39,4
1592,143,174,2
1593,152,26,1
1594,135,148,4
1595,138,205,1
1596,242,201,3
1597,235,273,2
1598,237,212,1
1599,239,87,4
1600,155,47,1
1601,198,212,2
1602,244,273,1
1603,184,79,1
1604,184,87,4
1605,1651,10,3
1606,1646,263,3
1607,175,33,4
1608,177,33,3
1609,160,151,4
1610,186,283,2
1611,186,174,3
1612,186,228,1
1613,192,273,3
1614,192,47,1
1615,192,96,1
1616,194,86,1
1617,195,65,4
1618,195,188,2
1619,188,79,4
1620,188,241,3
1621,189,87,2
1622,190,39,2
1623,222,96,1
1624,228,85,4
1625,200,201,4
1626,202,39,4
1627,203,215,1
1628,200,60,1
1629,219,65,1
1630,52,65,1
1631,53,188,1
1632,49,151,4
1633,49,174,2
1634,57,10,4
1635,57,199,1
